TEST_NAME_ABBREVIATION	stringdist_group_id	position_in_group	group_size
luustoisoentsyymi	76	70	153
maksa-1-isoentsyymi	76	71	153
metamyelosyytit,osuusleukosyyteistä	76	72	153
mycoplasmapneumoniae,nukleii	76	73	153
myelosyytit,osuusleukosyysteistä	76	74	153
p-aktuaalinenbikarbonaatti	76	75	153
p-alaniiniaminotransferaasi	76	76	153
p-alkaalinenfosfataasi	76	77	153
p-alkalinenfosfataasi	76	78	153
p-aspartaattiaminotransferaasi	76	79	153
p-bilirubiinikonjugaatit	76	80	153
p-crp-hy,osoitushoitoyksikössä	76	81	153
p-follikkeliastimuloivahormoni	76	82	153
p-fosfaatti,epäorgaaninen	76	83	153
p-glukoosi,2tuntiaaterianjälkeen	76	84	153
p-glukoosi,toimintakokeissa,1h	76	85	153
p-glukoosi,toimintakokeissa,2h	76	86	153
p-glukoosi,toimntakokeissa0m	76	87	153
p-glukoosipikahoitoyksiköt	76	88	153
p-glutamyylitransferaasi	76	89	153
p-inr-hy,hoitoyksikkö	76	90	153
p-kaliumpikahoitoyksiköt	76	91	153
p-kloridipika,hoitoyksiköt	76	92	153
p-kreatiinikinaasi	76	93	153
p-kreatiniinipikahoitoyksiköt	76	94	153
p-laktaattidehydrogenaasi	76	95	153
p-laktaattipikahoitoyksiköt	76	96	153
p-lupusantikoagulantti	76	97	153
p-luteinisoivahormoni	76	98	153
p-natriumpika,hoitoyksiköt	76	99	153
p-omagluk,,potilasmittaringlukoosi	76	100	153
p-psavapaanosuustotaalista	76	101	153
p-troponiinitpika,hoitoyksiköt	76	102	153
p-urea,resirkulaatio	76	103	153
potilasmittaringlukoosi,ihopisto	76	104	153
potilasmittaringlukoosi,sensori	76	105	153
psa-vapaa/totaali-suhde,plasmasta	76	106	153
psavapaanjatotaalinsuhde	76	107	153
pt-vaativainhalaatiohoito	76	108	153
punasolojenkokojakauma	76	109	153
punasolujenerittelylaskenta	76	110	153
punasolujenesiasteet(erytroblastit)	76	111	153
punasolujenkokojakauma	76	112	153
punasolujenkokojakautuma	76	113	153
punasolujenkoonvaihtelu	76	114	153
punasolut,kokojakauma	76	115	153
s-alaniiniaminotransferaasi	76	116	153
s-alkalinenfosfataasi	76	117	153
s-alkalinenfosfataasi,isoentsyymit	76	118	153
s-aspartaattiaminotransferaasi	76	119	153
s-c-peptidi1haterianjälkeen	76	120	153
s-c-peptidiaterianjälkeen	76	121	153
s-follikkeliastimuloivahormoni	76	122	153
s-glutamyylitransferaasi	76	123	153
s-glykoproteiininasetylaatio	76	124	153
s-kertatyydyttymättömätrasvahapot	76	125	153
s-luteinisoivahormoni	76	126	153
s-luustoisoentsyymi	76	127	153
s-luustoisoentsyymi(afos)	76	128	153
s-maksa-1-isoentsyymi	76	129	153
s-maksa-1-isoentsyymi(afos)	76	130	153
s-maksa-2-isoentsyymi	76	131	153
s-maksa-2-isoentsyymi(afos)	76	132	153
s-monityydyttymättömätrasvahapot	76	133	153
s-neuronispesifinenenolaasi	76	134	153
s-nightingale-mittaus	76	135	153
s-psavapaanjatotaalinsuhde	76	136	153
s-suolistoisoentsyymi	76	137	153
s-suolistoisoentsyymi(afos)	76	138	153
s-tymidiinikinaasi	76	139	153
s-tyydyttyneetrasvahapot	76	140	153
s-vapaanjakokonais-psa:nsuhde	76	141	153
sars-cov-2,influenssaa,bja	76	142	153
sars-cov-2-antigeenitesti,pikatesti	76	143	153
suolistoisoentsyymi	76	144	153
tth-pakettia(ilmanpaastoa)	76	145	153
tth:ssavirtsanprotjagluk	76	146	153
u-liuska,seulontahoitoyksiköt	76	147	153
u-solut,peruslaskenta	76	148	153
ulosteenripulivirukset,nukle	76	149	153
vb-aktuaalibikarbonaatti	76	150	153
vb-standardibikarbonaatti	76	151	153
virtsansolujenhl7-siirtoon	76	152	153
zb-aktuaalibikarbonaatti	76	153	153
-dialyysinjälkeen,p-urea	77	1	73
-ennendialyysiä,p-urea	77	2	73
alfa-1-fetoproteiini,seerumista	77	3	73
dialyysiaedeltäväp-urea	77	4	73
dialyysinjälkeinenp-urea	77	5	73
dialyysinriittävyydensuhdeluku␤	77	6	73
ex-sieni,viljely,yskös	77	7	73
gamma-fraktio,seerumista␤	77	8	73
hiiva,viljely,limakalvo␤	77	9	73
immunofiksaatio,seerumista	77	10	73
klotsapiini,seerumi	77	11	73
klotsapiini,seerumista␤	77	12	73
kreatiinikinaasi,mb-alayksikkö	77	13	73
kreatiniini(4600p-krea)	77	14	73
kreatiniini(krea)	77	15	73
kreatiniini(p-krea)	77	16	73
kreatiniini(u-maniposat.)	77	17	73
kreatiniini,pika	77	18	73
kreatiniini,pikatesti	77	19	73
kreatiniini,plasma	77	20	73
kreatiniini,plasmasta	77	21	73
m-komponentti-1,seerumista	77	22	73
mm-hygienianäyte,viljely(äidinmaito)	77	23	73
p-kreatiinikinaasi,mb-alayksikkö,massa	77	24	73
p-kreatiniinitykslab	77	25	73
p-kreatiniinitykslab(osat.)	77	26	73
p-kreatiniinitykslab(sis.gfreepi)	77	27	73
p-reumafaktori,määritys	77	28	73
p-reumafaktori,plasmasta	77	29	73
p-trijodityroniini,vapaa	77	30	73
p-trijodityroniini,vapaa,plasmasta	77	31	73
p-tyroksiini,vapaa	77	32	73
p-tyroksiini,vapaa(ko)	77	33	73
p-tyroksiini,vapaa(pi)	77	34	73
p-urea,10mindialyysinjälkeen	77	35	73
p-urea,ennendialyysiä	77	36	73
prealbumiini,plasma	77	37	73
prealbumiini,seerumista␤	77	38	73
proteiini,fraktiot,seerumi	77	39	73
proteiini,fraktiot,seerumista	77	40	73
proteiini,fraktiot,seerumista␤	77	41	73
proteiini,ty,seerumista	77	42	73
reumafaktori,määritys,seerumista	77	43	73
reumafaktori,plasmasta	77	44	73
s-proteiini,fraktiot,seerumi	77	45	73
s-reumafaktori,määritys	77	46	73
s-testo,vap,laskmassasp	77	47	73
s-testosteroni,herkkä	77	48	73
s-testosteroni,seerumista	77	49	73
s-testosteroni,vapaa,laskettu	77	50	73
s-testosteronivapaalaskettu	77	51	73
s-testosterooni,vapaa,lask.	77	52	73
s-testostervapaalaske	77	53	73
s-tyroksiini,vapaa	77	54	73
sieni,viljely(syvänäyte)	77	55	73
sieni,viljelyjanatiivi	77	56	73
sk-sieni,viljely(pintanäyte)	77	57	73
sk-sieni,viljely(pintasieni)	77	58	73
testosteroni,vapaalask	77	59	73
testosteroni,vapaalaskettu	77	60	73
trijodityroniini,vapaa	77	61	73
trijodityroniini,vapaa(t3v)	77	62	73
tyreoglobuliini,seerumista	77	63	73
tyreotropiiniseerumista	77	64	73
tyroksiini,vapaa	77	65	73
tyroksiini,vapaa(t4v)	77	66	73
tyroksiini,vapaa,plasmasta	77	67	73
tyroksiini,vapaaseerumista	77	68	73
u-kreatiniinimmol/l(u-albkre)	77	69	73
urea,dialyysinjälkee	77	70	73
urea,dialyysinjälkeen,plasmasta␤	77	71	73
urea,ennendialyysia,plasmasta␤	77	72	73
urea,ennendialyysiä	77	73	73
-respiratoristenmikrobientutkimus	78	1	85
aikuistyypindiabetes,vuosikontrolli	78	2	85
b-talteen.kttutkimusnäytteille	78	3	85
b-täydellinenverenkuva	78	4	85
b-täydellinenverenkuva(pi)	78	5	85
happisaturaatiovastaanotolla	78	6	85
hba1cvieritestipoliklinikoille	78	7	85
kemiallinenseulonta	78	8	85
kemiallinenseulonta,virtsasta	78	9	85
kemiallinenseulonta,virtsasta␤	78	10	85
keuhkoahtaumatautiriski(tupakoivilla)	78	11	85
keuhkosyöpäriski(tupakoivilla)	78	12	85
konsultaatiopyyntöerikoislääkärille	78	13	85
l-liuskatumaisetneutrofiilit␤	78	14	85
liuskatumaisetneutrofiilit	78	15	85
middleeastrespiratorysyndro	78	16	85
mittaustulos(mg/l)	78	17	85
mittaustulos(mmol/l)	78	18	85
moniresistentitgramnegatiivis	78	19	85
n-terminaalinenpro-bnp(nt-probnp)	78	20	85
näyteenlaatu,lipehemoikte,advia	78	21	85
näytteenotto(nordlab)	78	22	85
näytteenottoislab	78	23	85
näytteenottomaksu	78	24	85
osmolaliteetinestimaatti	78	25	85
osmolaliteetti,virtsa	78	26	85
osmolaliteetti,virtsasta␤	78	27	85
osmolaliteettiestimoitu	78	28	85
otettujenpurkkien/putkienlkm	78	29	85
p-talteen.kttutkimusnäytteille	78	30	85
p-uraatti,plasma(umol/l)	78	31	85
patologianlaskutus,päijät-häme	78	32	85
patologiannäytteenkäsittely	78	33	85
pef-seurantavastaanotolla	78	34	85
perusterveyspakettialat	78	35	85
perusterveyspakettigluk	78	36	85
perusterveyspakettigt	78	37	85
perusterveyspakettihdl-kol	78	38	85
perusterveyspakettikol	78	39	85
perusterveyspakettikrea	78	40	85
perusterveyspakettilowdensitylipoprot	78	41	85
perusterveyspakettitrigly	78	42	85
pika-crptyöterveysasemalla	78	43	85
pt-ekg,tavallinen12kytkentää	78	44	85
pt-näytteenotto,normaali	78	45	85
pt-näytteenotto,päivystys	78	46	85
pt-näytteenottomaksu(oletus)	78	47	85
pt-näytteensaapuminenjakäsittely	78	48	85
rasvapaketti(6027fp-lipidit)	78	49	85
rasvapaketti(fp-lipidit)	78	50	85
rasvapaketti(lipidit)	78	51	85
respiratorisetbakteerit,nukl	78	52	85
respiratorisetmikrobit,nukle	78	53	85
respiratorisetvirukset,nukle	78	54	85
s-näytteenotto,veriviljely	78	55	85
s-talteen.kttutkimusnäytteille	78	56	85
seerumisilmätippojennäytteenottoja-käsittely	78	57	85
suhteellinentiheys	78	58	85
suhteellinentiheys(kval)	78	59	85
suhteellinentiheys,virtsasta	78	60	85
suhteellinentiheys,virtsasta,osatutk.	78	61	85
suhteellinentiheys,virtsasta,vieritesti	78	62	85
talteen(plasma,kts.näytteenotto-ohje)	78	63	85
talteen(seerumi,kts.näytteenotto-ohje)	78	64	85
timeintherapeuticrange(sis.inr:n)	78	65	85
tntvieritesti,terveyskeskuksille	78	66	85
täydellinenverenkuva	78	67	85
u-kemiallinenseulonta	78	68	85
u-kemiallinenseulonta,otsikko,osatutk	78	69	85
u-kemiallinenseulontatykslab	78	70	85
u-kemseul,kemiallisetosoituskokeet	78	71	85
u-osmolaliteetti,estimoitu	78	72	85
u-osmolaliteettilaskennallinenosatutkuf1000	78	73	85
u-suhteellinentiheys	78	74	85
u-suhteellinentiheys,kval	78	75	85
u-suhteellinentiheys,kval,vierit.hoitoyksikös	78	76	85
u-suhteellinentiheyskg/l	78	77	85
u-suhteellinentiheysstix	78	78	85
ultramaxtutkimusvastaanotolla	78	79	85
verenpainetauti,erotusdiagnostiikka	78	80	85
verenpainetauti,laajakontrolli	78	81	85
verikaasut,elektrolyytitym.,	78	82	85
verikaasut,metaboliititym.,	78	83	85
virtsankemiallinenseulonta	78	84	85
virtsansuhteellinentiheys	78	85	85
-chl.trach.janeisser.gonorrh,nukl.hapon(kval)	79	1	28
-neisseriagonnorrhoeae,nukleiinihappo(kval)	79	2	28
-neisseriagonorrhoea,nukleiinihaponosoittaminen	79	3	28
-neisseriagonorrhoeae(gonokokki),nukleiiihapp	79	4	28
-neisseriagonorrhoeae,nukleiinihaponosoittaminen	79	5	28
-neisseriagonorrhoeae,nukleiinihappo(kval)	79	6	28
-neisseriagonorrhoeae,nukleiinihappo/kauklahti	79	7	28
-neisseriagonorrhoeae,nukleiinihappokotona(kval)	79	8	28
..-gonokokki/neisserea,nukl.haponos.(kval),pcr	79	9	28
c.trachomatisjan.gonnorreae,nukeliinihappomuistanäytteistä	79	10	28
c.trachomatisjan.gonorrhoeae,nukleiinihappovirtsasta	79	11	28
chl.trachom.jan.gonorrhoeae,nukleiinihappo(	79	12	28
chl.trachom.jan.gonorrhoeae,nukleiinihappo(kval)	79	13	28
chl.trachomatisjan.gonorrhoenukleiinihappo(kval	79	14	28
chlamydiatrachomatisjan.gonorrhoeae,nukleiinihaponos.,virtsasta	79	15	28
neisseriagononorrhoeae,nukleiinihappo(kval)	79	16	28
neisseriagonorr.nho	79	17	28
neisseriagonorrhoea,nukleiinihaponos.,osatutk.1738	79	18	28
neisseriagonorrhoea,nukleiinihaponos.,virtsasta,osatutk.4816	79	19	28
neisseriagonorrhoeae,nho	79	20	28
neisseriagonorrhoeae,nukleiinihappo(kval)	79	21	28
neisseriagonorrhoeaevirtsasta	79	22	28
u-chl.trach.janeisser.gonorrh.nukl.happo(kval)	79	23	28
u-neisseriagonorrhoeae,nho(kval)	79	24	28
u-neisseriagonorrhoeae,nukl.os.(kval)	79	25	28
u-neisseriagonorrhoeae,nukleiinihaponosoitus	79	26	28
u-neisseriagonorrhoeae,nukleiinihappo(kval)	79	27	28
u-neisseriagonorrhoeae,nukleiinihappokotona(kval)	79	28	28
-chlamydiatrachomatis,nukleiinihaponosoittaminen	80	1	22
-chlamydiatrachomatis,nukleiinihaponosoitus	80	2	22
-chlamydiatrachomatis,nukleiinihappo(kval)	80	3	22
-chlamydiatrachomatis,nukleiinihappokotona	80	4	22
-chlamydiatrachomatis,osoittaminennukleiinihap	80	5	22
..-chlamydiatrachomatis,nukl.haponos.(kval)	80	6	22
chlamydiatrachom.janeissgono(kval)	80	7	22
chlamydiatrachom.nho	80	8	22
chlamydiatrachomatis,nhosoitus	80	9	22
chlamydiatrachomatis,nukeliinihappo(kval)	80	10	22
chlamydiatrachomatis,nukleiinihaponos.,osatutk.1738	80	11	22
chlamydiatrachomatis,nukleiinihaponos.,virtsasta,osatutk.4816	80	12	22
chlamydiatrachomatis,nukleiinihaponosoittaminen	80	13	22
chlamydiatrachomatis,nukleiinihappo(kval)	80	14	22
chlamydiatrachomatis,nukleiinihappovirtsasta	80	15	22
u-chlamydiatrachomatis,nho(kval)	80	16	22
u-chlamydiatrachomatis,nukleiinihaponosoitus	80	17	22
u-chlamydiatrachomatis,nukleiinihappo	80	18	22
u-chlamydiatrachomatis,nukleiinihappo(kval)	80	19	22
u-chlamydiatrachomatis,nukleiinihappokotona(kval)	80	20	22
u-chlamydiatrachomatis,virtsasta,osnukleiinihappo	80	21	22
␤␤␤␤␤chlamydiatrachomatis,nukleiinihappo(kval)	80	22	22
-chlamydiatrachomatisjaneisseriagonorrhoea,	81	1	17
-chlamydiatrachomatisjaneisseriagonorrhoeae,n	81	2	17
-chlamydiatrachomatisjaneisseriagonorrhoeae,nukleiinihappo(kval)	81	3	17
-chlamydiatrachomatisjaneisseriagonorrhoeae,nukleiinihappo(kval),klamydia	81	4	17
-chlamydiatrachomatisjaneisseriagonorrhoeae,nukleiinihappokotona(kval)	81	5	17
chlamydiatrachomatisjaneisseriagonorrhoeae,nho,limakalvoilta␤	81	6	17
chlamydiatrachomatisjaneisseriagonorrhoeae,nho,virtsasta␤	81	7	17
chlamydiatrachomatisjaneisseriagonorrhoeae,nukl.happo(kval)limakalvolta	81	8	17
chlamydiatrachomatisjaneisseriagonorrhoeae,nukleiinihappo(kval)	81	9	17
chlamydiatrachomatisjaneisseriagonorrhoeae,nukleiinihappo(kval),virtsasta	81	10	17
klamydia,tippuri.chlamydiatrachomatisjaneisseriagonorrhoeae,nukleiinihappo(kval)	81	11	17
u-chlam.trachomatisjaneisseriagonorr,nukleiinihappo(kval)	81	12	17
u-chlamydiatrachomatis+neisseriagonorrhoeae,nu	81	13	17
u-chlamydiatrachomatisjaneisseriagonorrhoeae,	81	14	17
u-chlamydiatrachomatisjaneisseriagonorrhoeae,nukleiinihappo(kval)	81	15	17
u-chlamydiatrachomatisjaneisseriagonorrhoeaennukleiinihappo(kval),virtsa	81	16	17
u-chlamydiatrachomatisjaneisseriagonorrhoeanukleiinihappo	81	17	17
-covid-19-koronavirustauti,antigeeni	82	1	14
-covid-19-koronavirustauti,nho(kval)	82	2	14
-covid-19-koronavirustauti,nho-pikatesti(kval)	82	3	14
-covid-19-koronavirustauti,nukleiinihappo(kval)	82	4	14
-cv19nho-covid-19koronavirustauti,nukleiinihappo(kval)	82	5	14
covid-19-koronavirustauti,nhovtm10,vieritutkimus	82	6	14
covid-19-koronavirustauti,nuk	82	7	14
covid-19-koronavirustauti,nukleiinihappo	82	8	14
covid-19-koronavirustauti,nukleiinihappo(kval)	82	9	14
covid-19-koronavirustauti,nukleiinihappo,osatutkimus	82	10	14
covid-19-koronavirustauti,poistettukäytöstä1.11.2023	82	11	14
covid-19koronavirus,2019-ncov,pcr-tutkimus	82	12	14
s-covid-19-koronavirustauti,iga-vasta-aineet	82	13	14
s-covid-19-koronavirustauti,igg-vasta-aineet	82	14	14
-epidermophytonfloccosumnho	83	1	167
-niskaturvotus	83	2	167
-pan-dermatofyytit,nukl	83	3	167
-pan-dermatofyyttinho	83	4	167
-scopulariopsisbrevicaulisnho	83	5	167
alkoholimaksasairausriski	83	6	167
antifaktorix-aktiivisuus	83	7	167
b-b-cd19,b-solut	83	8	167
b-bacteroidesfragilis	83	9	167
b-enterobacterales	83	10	167
b-enterobactercloacaecomplex	83	11	167
b-enterococcusfaecalis	83	12	167
b-enterococcusfaecium	83	13	167
b-escherichiacoli	83	14	167
b-klebsiellaaerogenes	83	15	167
b-klebsiellaoxytoca	83	16	167
b-klebsiellapneumoniaegroup	83	17	167
b-listeriamonocytogenes	83	18	167
b-neisseriameningitidis	83	19	167
b-nk,nk-solut	83	20	167
b-pseudomonasaeruginosa	83	21	167
b-sopivuuskoenäyte	83	22	167
b-sopivuusnäyte	83	23	167
b-stenotrophomonasmaltophilia	83	24	167
b-t-cd3,t-solut	83	25	167
b-t-cd4,t-auttajasolut	83	26	167
b-t-cd8,t-estäjäsolut	83	27	167
b-verensopivuuskoe	83	28	167
b-verensopivuuskoenäyte	83	29	167
b1-vitentsyymiaktiivisuus	83	30	167
b2-vitentsyymiaktiivisuus	83	31	167
b6-vitentsyymiaktiivisuus	83	32	167
deksametasoni-koe,lyhyt	83	33	167
down-riskisuhde,2.-sikiö	83	34	167
e-redcelldistributionwidth	83	35	167
e-veriryhmä,abojarh	83	36	167
e-veriryhmä,abojarh(neuvola)	83	37	167
e-veriryhmä,tarkistus	83	38	167
e-veriryhmäjarh	83	39	167
e-veriryhmätarkistus	83	40	167
eosinofiilit,pleuraneste	83	41	167
epidermophytonfloccosum	83	42	167
fp-kolesteroli	83	43	167
fs-kolesteroli	83	44	167
fs-kolesteroli/hdl-kolesteroli-suhde	83	45	167
fs-kolesterolinjahdl-kolesterolinsuhde	83	46	167
hdl-kolesteroli	83	47	167
hpv+nestepapa,refleksitutkimus	83	48	167
hpv+nestepapayhdistelmä	83	49	167
hpvjaehdollinennestepapa	83	50	167
hpvnho,nestepapa	83	51	167
hpvnhojarefnestepapa	83	52	167
kiteet(kval),nivelnesteestä␤	83	53	167
kiteet(kval)nivelneste	83	54	167
kolesteroli	83	55	167
kolesteroli,lowdensity	83	56	167
kolesteroli/hdl-kolesteroli-suhde	83	57	167
kolesteroli/hdl-suhde	83	58	167
kolesteroli/lipidit	83	59	167
kolesteroli/lipiditosatutkimus	83	60	167
kolesterolinjahdl-kolest.suhde	83	61	167
kolesterolinjahdl-kolesterolinsuhde	83	62	167
kolesteroliplasmasta	83	63	167
kudosn.hist.tutk.2näyt	83	64	167
kudosnäyte1-3biopsiaa	83	65	167
ldl-kolesteroli	83	66	167
levyepiteelisolut	83	67	167
ly-b-cd19,b-solujenosuus	83	68	167
ly-nk,nk-solujenosuus	83	69	167
ly-t-auttajasojenosuus	83	70	167
ly-t-cd3,t-solujenosuus	83	71	167
ly-t-cd4/cd8,t-auttaja/estäjäsolujensuhde	83	72	167
lähetefysikaaliseenhoitoon	83	73	167
lähetetyöpsykologille	83	74	167
läheteyleislääkärille	83	75	167
maksanfibroosijakirroosiriski	83	76	167
muuhpvtyyppikuin16/18	83	77	167
muutsolut,askitesneste	83	78	167
muutsolut,nivelneste	83	79	167
muutsolut,pleuraneste	83	80	167
muutsolut,selkäydinneste	83	81	167
neulanpistopaketti(kohde)	83	82	167
neutrofiilit,pleuraneste	83	83	167
neuvolanäytteenotto	83	84	167
nielunag(strepa+adeno)	83	85	167
non-hdl-kolesteroli	83	86	167
non-hdl-kolesteroli(-non-hdl)	83	87	167
non-hdl-kolesteroli,paastoplasma	83	88	167
non-hdl-kolesteroli,plasma	83	89	167
ntmomk2,2.-sikiö	83	90	167
p-glukoosirasitus,120minnäyte	83	91	167
p-hyytymistekijäviii	83	92	167
p-hyytymistekijäviii(t)	83	93	167
p-hyytymistekijäviii.	83	94	167
p-kolesteroli	83	95	167
p-kolesteroli,hdl	83	96	167
p-kolesteroli,ldl	83	97	167
p-kolesteroli-ldl	83	98	167
p-ldl-kolesteroli,suoramittaus	83	99	167
p-psa,leikattupotilas	83	100	167
p-psa,sädehoidettupotilas	83	101	167
p-vonwillebrand-tekijä,aktiivisuus(t)	83	102	167
perustutkimus,esitiedot	83	103	167
ph,seerumista,osatutk	83	104	167
pienetepiteelisolut	83	105	167
plesiomonasshigelloides	83	106	167
polikliininennäytteenotto	83	107	167
proteiini,selkäydinnesteestä␤	83	108	167
pt-biopankkinäyte	83	109	167
pt-deksametasonikoe,lyhyt	83	110	167
pt-eristysnäytteenotto	83	111	167
pt-gluk-r1:fp-gluk0-näyte	83	112	167
pt-gluk-r1:p-gluk2hnäyte	83	113	167
pt-gluk-r6:fp-gluk0-näyte	83	114	167
pt-gluk-r6:p-gluk1hnäyte	83	115	167
pt-gluk-r6:p-gluk2hnäyte	83	116	167
pt-gynekol.irtosolututk	83	117	167
pt-nenänielunäytteenotto	83	118	167
pt-sprneuvolanäytteet	83	119	167
pt-tutkimusnäyte3	83	120	167
redcelldistributionwidth	83	121	167
s-hdl-kolesteroli	83	122	167
s-kolesteroliosatutkimus	83	123	167
s-kolesterolitasapaino	83	124	167
s-ldl-kolesteroli	83	125	167
s-neulanpisto,altistunut	83	126	167
s-ngkokonaiskolesteroli	83	127	167
s-niskaturvotus,2.-sikiö	83	128	167
s-pölyer(ent.phadiatop)tykslab	83	129	167
s-sydäntautiriski	83	130	167
s-sydäntautiriskinpisteytys	83	131	167
s-triglyseriditosatutkimus	83	132	167
s-tyypin2diabetesriski	83	133	167
s-tyypin2diabetesriskinpisteytys	83	134	167
s-vldl-kolesteroli	83	135	167
sokerirasitus,2hnäyte	83	136	167
solut,bronkoalveolaarineste	83	137	167
solut,nivelneste	83	138	167
solut,pleuraneste	83	139	167
solut,selkäydinneste	83	140	167
sopivuuskoe,verestä	83	141	167
suppealeikkausnäyte,kudosnos	83	142	167
sydän-javerisuonitautiriski	83	143	167
sydäninfarktiriski	83	144	167
tr13riskisuhde,2.-sikiö	83	145	167
tr18riskisuhde,2.-sikiö	83	146	167
ts-kudospankkinäyte	83	147	167
tth-screenlaajapethnextgen	83	148	167
tth-screennextgen	83	149	167
tth-screenpethnextgen	83	150	167
tyypin2diabetesriski	83	151	167
u-bakteeritosatutkuf1000	83	152	167
u-epiteelisolu	83	153	167
u-epiteelisolut	83	154	167
u-levyepiteelisolut	83	155	167
u-lieriöt,osatutkuf1000	83	156	167
u-pienetepiteelisolut	83	157	167
valvottuvirtsanäytteenotto	83	158	167
verensopivuuskoe,verestä	83	159	167
verensopivuuskoenäyte	83	160	167
verenvalkosolut	83	161	167
veriryhmä,abojarh,punasoluista	83	162	167
veriryhmä,tarkistus	83	163	167
veriryhmäjarh	83	164	167
veriryhmäjarh,spr	83	165	167
veriryhmäjarh,tarkistus,osatutk	83	166	167
veriryhmätarkistus/sopivuuskoe	83	167	167
-gluk-tbr	84	1	24
-gluk-tir	84	2	24
gluk-vieri	84	3	24
gluk0	84	4	24
gluk0min	84	5	24
gluk120min	84	6	24
gluk1h	84	7	24
gluk2h	84	8	24
gluk30min	84	9	24
gluk60min	84	10	24
glukbel-vp	84	11	24
glukoosi120min	84	12	24
glukr-0	84	13	24
glukr-1h	84	14	24
glukr-2h	84	15	24
glukr0	84	16	24
glukr0-n	84	17	24
glukr1h	84	18	24
glukr1valm	84	19	24
glukr2h	84	20	24
glukras-0	84	21	24
glukras120	84	22	24
glukrvalm	84	23	24
glukvieri	84	24	24
gt-cdt-ind	85	1	184
p-at3-spr	85	2	184
p-lupusak	85	3	184
p-lupusak.	85	4	184
p-pbmcbio	85	5	184
p-traispr	85	6	184
p-tt-spa	85	7	184
p-tt-spr	85	8	184
patlislaus	85	9	184
pd-bavikäs	85	10	184
pf-ada/s-ada	85	11	184
ps-nieluag	85	12	184
pt-abiras	85	13	184
pt-acth-r1	85	14	184
pt-acth-ro	85	15	184
pt-acthrma	85	16	184
pt-acthrmk	85	17	184
pt-ada-ind	85	18	184
pt-aiv-pet	85	19	184
pt-aktig	85	20	184
pt-aktig-2	85	21	184
pt-angirtg	85	22	184
pt-aud-koj	85	23	184
pt-audio	85	24	184
pt-audio,	85	25	184
pt-audio,tk	85	26	184
pt-audio-1	85	27	184
pt-audio/i	85	28	184
pt-audit	85	29	184
pt-cert	85	30	184
pt-dcosb-x	85	31	184
pt-dcosb1	85	32	184
pt-diabet	85	33	184
pt-diascr	85	34	184
pt-dopatrg	85	35	184
pt-downiri	85	36	184
pt-downris	85	37	184
pt-dxm-r1	85	38	184
pt-erist	85	39	184
pt-esopais	85	40	184
pt-esozmot	85	41	184
pt-fdg-pet	85	42	184
pt-fdgvpet	85	43	184
pt-fib-4	85	44	184
pt-fvsirod	85	45	184
pt-fvspdo6	85	46	184
pt-fvspid	85	47	184
pt-fvspidl	85	48	184
pt-fvspido	85	49	184
pt-fvspio	85	50	184
pt-fvspird	85	51	184
pt-fvspiro	85	52	184
pt-gal-r3	85	53	184
pt-galt1/2	85	54	184
pt-glomfr	85	55	184
pt-hembio	85	56	184
pt-hertta	85	57	184
pt-hpvlbc	85	58	184
pt-iho-r1	85	59	184
pt-iho-r3	85	60	184
pt-imutieg	85	61	184
pt-kauvduä	85	62	184
pt-kons-1	85	63	184
pt-konsn-1	85	64	184
pt-konsnh	85	65	184
pt-konsul	85	66	184
pt-konsulp	85	67	184
pt-koveeg1	85	68	184
pt-koveegj	85	69	184
pt-kt/v	85	70	184
pt-kt/v1	85	71	184
pt-kudsop	85	72	184
pt-laihdu	85	73	184
pt-lakt-r1	85	74	184
pt-lausklf	85	75	184
pt-lisäla2	85	76	184
pt-lisäla3	85	77	184
pt-lisälau	85	78	184
pt-lisäsyt	85	79	184
pt-luuspeg	85	80	184
pt-luustog	85	81	184
pt-luutih2	85	82	184
pt-luutih3	85	83	184
pt-luutil2	85	84	184
pt-luutil3	85	85	184
pt-meet2	85	86	184
pt-meetin	85	87	184
pt-meeting	85	88	184
pt-miesl	85	89	184
pt-miesp	85	90	184
pt-miestp	85	91	184
pt-munfung	85	92	184
pt-nainenl	85	93	184
pt-nainenp	85	94	184
pt-naistp	85	95	184
pt-nmus-1	85	96	184
pt-nohuume	85	97	184
pt-notsd	85	98	184
pt-notto	85	99	184
pt-notto-h	85	100	184
pt-notto1	85	101	184
pt-notto2	85	102	184
pt-notto3	85	103	184
pt-notto4	85	104	184
pt-nottono	85	105	184
pt-nottopä	85	106	184
pt-nselv	85	107	184
pt-näesiv	85	108	184
pt-näkös	85	109	184
pt-näysaap	85	110	184
pt-näytott	85	111	184
pt-obd-1	85	112	184
pt-obd-his	85	113	184
pt-omaekg	85	114	184
pt-paino	85	115	184
pt-papa	85	116	184
pt-papa-1	85	117	184
pt-papa-2	85	118	184
pt-papa-tk	85	119	184
pt-papa1	85	120	184
pt-papahpv	85	121	184
pt-papalbc	85	122	184
pt-papanes	85	123	184
pt-papepyy	85	124	184
pt-paratyg	85	125	184
pt-pef-ras	85	126	184
pt-pef-vrk	85	127	184
pt-pentaca	85	128	184
pt-pha-avs	85	129	184
pt-poamlm1	85	130	184
pt-pol-as	85	131	184
pt-pol-eil	85	132	184
pt-polamb	85	133	184
pt-polamb1	85	134	184
pt-polambl	85	135	184
pt-polambs	85	136	184
pt-psg-amb	85	137	184
